question,exp,cop,opa,opb,opc,opd,subject_name,topic_name,id,choice_type
"A 35 years old man gets up from sleep with sudden onset breathlessness, anxiety, palpitation, shaking hand, profuse sweating, discomfort in chest & fear of dying. There is history of similar episodes in past. Physical examination is normal. Probable diagnosis is-","Ans. is 'a' i.e., Panic attack * Sudden onset of breathlessness, anxiety, palpitation and feeling of impending doom suggest the diagnosis of panic attack (severe anxiety)* A panic attack has following characteristics: -A. Discrete episode of intense fearB. Abrupt onset (sudden onset)C. Reaches as maximum within few minutes and lasts for some minutes.D. At least four of the following symptoms : - 1) Palpitation 2) Sweating 3) Shortness of breath (Breathlessness) 4) Feeling of choking 5) Chest pain or discomfort (chest constriction) 6) Nausea or abdominal distress 7) Trembling or shaking 8) Dizziness, unsteady, fainting 9) Derealization or depersonalization 10) Fear of losing control 11) Fear of dying (impending doom) 12) Paresthesias 13) Chills or hot flushesE. At least one of the attack is followed by 1 month (or more) of one (or more) of the following ; - a) Persistent concern of future attacks, b) Worry about the consequences of attacks (Heart attack, Stroke) c) Significant change in behavior related to attack.",1,Panic attack,Anxiety disorder,Conversion disorder,Acute psychosis,Psychiatry,Anxiety & Stress,7884936c-058c-4536-8d29-b6851f7f7148,single
Illusion is a disorder of-,"Ans. is 'b' i.e., Perception Disorders of perceptiono Altered perception:- Sensory distortion (micropsia, hyperacusis), Illusiono False perception:- Hallucination.Thought disordersFormal thought disorders (Disorders of thought process)Disorders of thought contenti) Racing thoughts:- Anxiety, Schizophreniaii) Retarded thoughts:- Depressioniii) Circumstantiality:- Mania, Schizophreniaiv) Thought blocking Schizophrenia, Severe anxietyv) Perseveration:- Organic brain disease, Schizophrenia (occasionally)vi) Loosening of association:- Schizophreniavii) Flight of ideas:- Maniaviii) Tangentialityix) Clunging & punning:- Mania & schizophreniax) Neologism, word salad, Echolalia:- Schizophreniai) Delusion:- Psychosis (Schizophrenia, mania, depression & othersii) Obsessioniii) Compulsioniv) Preoccupationsv) Phobiasvi) Depersonalization & Derealizationo In schizophrenia and mood disorders (depression, mania) all parts of the thought (thought process as well as content) are involved.o However, schizophrenia is conventionally referred as formal thought disorder.",2,Thought,Perception,Memory,Intelligence,Psychiatry,Symptoms & Signs ,e6adf68b-963f-4022-9bcb-39ff30493d30,single
The period of normalcy is seen between two psychotic episodes. The diagnosis is,"Bipolar mood disorder earlier known as manic-depressive psychosis is characterised by recurrent episodes of mania and depression in the same patient at different times. These episodes can occur in any sequence. (Ref: a sho textbook of psychiatry, Niraj Ahuja,7th edition, pg no73)",2,Schizophrenia,Manic depressive psychosis (MDP),Alcoholism,Depression,Psychiatry,Mood disorders,d0635db6-7a3e-4fb0-9bf4-31090de8b949,single
A 40 year old woman is being evaluated. She is noted to have a decreased latency of REM. Which disorder is this woman most likely to be suffering from?,"Ans. B. Major depressionA decreased latency of REM sleep is seen in major depression. Depression is the psychiatric disorder that has been most associated with disruptions in biological rhythms. Besides the decreased latency of REM sleep, one can find early morning awakening and other neuroendocrine perturbations.",2,Schizophrenia,Major depression,PTSD,Obsessive-compulsive disorder,Psychiatry,Mood Disorders,20b599b2-2dc7-4675-98f2-92174ed2aaa2,single
Treatment of choice for acute panic attacks is -,"Ans. is 'b' i.e. Benzodiazepines Treatment of Panic disorderso Two most effective treatment are:1) Pharmacotherapy:- The cornerstone of drug therapy is andidepressants. SSRIs (Fluoxetine or other) are the preferred agents. Because therapeutic effect of antidepressants takes some time to develop, intially Benzodiazepines are given along with antidepressants to provide immediate relieffrom anxiety and panic attack. So, DOC of acute panic attack is benzodiazepine.Drug used for Panic disordersSSRIs:- Fluoxetine, Paroxetine, Sertaline, Fluvoxamine, Citalopram.TCAs:- Clomipramine, imipramineBZDs:- Alprazolam, Clonazepam, Diazepam, Lorazepam.MAOIs - Tranylcypromine, PhenelzineRIMAs:- Moclobemide, BrofaramineAtypical antidepressants:- VenalafaxineOther:- Valproic acid, inositol.2) Cognitive - Behavioral therapy:- Combination of cognitive or behavioral therapy with pharamacotherapy is more effective than either approach alone.o Other therapies include family therapy, insight-oriented psychotherapy (psychoanalysis and psychodynamic therapy).Remembero Drug of choice for panic disorders - SSRIso Drug of choice for acute panic attack - Benzodiazepines",2,Barbiturates,Benzodiazepines,TCAs,MAO inhibitors,Psychiatry,Panic Disorder,c1c24fde-a1db-404f-946f-ef5d33afd372,single
Gretaest psychiatric burden in society is due to?,"ANSWER: (A) Depression.REF: style=""font-size: 1.04761904761905em; font-family: Times New Roman, Times, serif; margin: 0 0 8pt 8px; text-indent: 0; text-align: left"">Psychiatric disorders contribute 33% of years lived with daily depression contributes to maximum burden followed by problems due to alcohol",1,Depression,Schizophrenia,OCD,Alcohol abuse,Psychiatry,Major Depression,8ee459f4-736e-4552-b95a-a6453b34f58e,single
"A 40-year-old man is brought to you by his friends. Apparently, he has ingested some unknown medication in a suicide attempt. The patient is disoriented to time. His temperature is 103 F, BP is 120/85 pulse 100/min and irregular, and respirations are 22/min. The skin is flushed and dry. Dilated pupils and muscle twitching are also noted on examination. ECG reveals prolonged QRS complexes. Hepatic transaminases are normal, and ABG shows a normal pH. These findings are most likely due to intoxication by which substance?","This patient's clinical picture is consistent with intoxication with tricyclic antidepressants such as amitriptyline and imipramine. Toxic effects are mediated by peripheral anticholinergic activity and ""quinidine-like"" action. The anticholinergic effects include mydriasis, tachycardia, impaired sweating with flushed skin, dry mouth, constipation, and muscle twitching. Quinidine-like effects (due to block of sodium channels in the hea) result in cardiac arrhythmias, especially ventricular tachyarrhythmias. In this setting, prolongation of the QRS complex is paicularly impoant in the diagnosis. QRS width is, in fact, an even more faithful parameter of drug toxicity than serum drug levels. In severe intoxication, patients will develop seizures, severe hypotension, and coma. Acetaminophen results in liver toxicity. Liver enzymes would be elevated. Alcohol intoxication manifests with respiratory depression, hypothermia, and coma. The manifestations of benzodiazepine intoxication are similar to alcohol inasmuch as central nervous system depression is common to both drugs. Thus, acute benzodiazepine intoxication produces stupor, coma, and respiratory depression. The sympatholytic propeies of clonidine explain the clinical symptoms of intoxication. Clonidine overdose causes bradycardia, hypotension, miosis, and respiratory depression. Monoamine oxidase (MAO) inhibitors represent a second-line treatment for major depression. Overdose induces ataxia, excitement, hypeension, and tachycardia. Such reactions can be precipitated by concomitant ingestion of tyramine-containing foods. Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no. 1144",4,Acetaminophen,Alcohol,Benzodiazepines,Tricyclic antidepressants,Psychiatry,Treatment in psychiatry,5c009e8e-8d0c-4915-a0bc-729fc576fcd4,single
Irresistible urge to do a thing repeatedly is seen in,"An obsession is defined as an idea, impulse or image which intrudes into the conscious awareness repeatedly, patient tries to resist against it but is unable to . an obsession is usually associated with compulsion and a compulsion is defined as a form of behaviour which usually follows obsessions,the behaviour is not realistic and is either irrational or excessive compulsion may diminish the anxiety associated with obsession (Ref: a sho textbook of psychiatry, Niraj Ahuja, 7th edition, pg no 95)",1,Obsessive - compulsive disorder,Schizophrenia,Schizoaffective disorder,Depression,Psychiatry,Anxiety disorders stress disorders and grief,5e4d2fdd-8412-49dc-804a-7207fded32c8,single
A 17-year-old boy is diagnosed with schizophrenia. What is the risk that one of his siblings will develop the disease?,"The risk of developing schizophrenia in first degree relatives of schizophrenic patients is elevated compared to the risk of the general population (0.9%). Parents of schizophrenic patients have a lifetime prevalence of 11%, and siblings have a prevalence of 9%. Identical twins have a 50% chance of suffering from schizophrenia if their sibling has it. Children of schizophrenics have a lifetime prevalence of 12.8%. Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no. 310",3,2%,5%,9%,20%,Psychiatry,Mood disorders,20538a9a-b5e9-4879-9ff2-d648b2ae083f,single
"Along a pleasant stimulus, noxious stimuli are given in treatment of alcohol dependence or sexual disorder is which of the following type of behaviour therapy","Aversion TherapyAversion therapy is used for the treatment of conditions which are pleasant but felt undesirable by the patient, e.g. alcohol dependence, transvestism, ego-dystonic homosexuality, other sexual detions. The underlying principle is the pairing of the pleasant stimulus (such as alcohol) with an unpleasant response (such as brief electrical stimulus), so that even in absence of unpleasant response (after the therapy is over), the pleasant stimulus becomes unpleasant by association. The unpleasant aversion can be produced by electric stimulus (low voltage), drugs (such as apomorphine and disulfiram) or even by fantasy (when it is called as cove sensitization). Ref: A Sho Textbook of Psychiatry, Niraj Ahuja, 7th Edition, pg. no. 215",2,Negative reinforcement,Aversion therapy,Punishment,Flooding,Psychiatry,Treatment in psychiatry,0f8af4df-d387-423d-99cf-57f8b78e63aa,single
Clozapine is used in:,"Ans: b (Resistant schizophrenia) Ref: Katzung, 10th ed, p. 457Clozapine is an atypical antipsychotic. It has weak D2 blocking action and produces few extrapyramidal side effects.lt inhibits 5-HT, receptor.The main adverse effects are agranulocytosis and other blood dyscrasias. It reduces seizure threshold. It is reserved for resistant cases of schizophrenia.",2,Depression,Resistant schizophrenia,Mania,Delirium,Psychiatry,Treatment,90135651-e561-4789-b144-39c740f1f834,single
